x,y
5.82516,-3.00091
5.83229,-2.99391
5.83938,-2.98685
5.8464,-2.97974
5.85338,-2.97257
5.8603,-2.96535
5.86717,-2.95808
5.87398,-2.95077
5.88075,-2.9434
5.88746,-2.93599
5.89413,-2.92854
5.90074,-2.92103
5.9073,-2.91349
5.91382,-2.90591
5.92029,-2.89828
5.92671,-2.89061
5.93308,-2.88291
5.93941,-2.87516
5.94569,-2.86738
5.95193,-2.85956
5.95812,-2.85171
5.96427,-2.84383
5.97037,-2.83591
5.97644,-2.82795
5.98246,-2.81997
5.98844,-2.81196
5.99438,-2.80391
6.00028,-2.79583
6.00614,-2.78773
6.01196,-2.7796
6.01774,-2.77144
6.02348,-2.76326
6.02919,-2.75504
6.03486,-2.74681
6.0405,-2.73855
6.04609,-2.73026
6.05166,-2.72195
6.05719,-2.71362
6.06268,-2.70527
6.06815,-2.69689
6.07358,-2.68849
6.07913,-2.68018
6.08463,-2.67182
6.09006,-2.66343
6.09544,-2.655
6.10076,-2.64653
6.10602,-2.63802
6.11123,-2.62949
6.11638,-2.62091
6.12147,-2.61231
6.12651,-2.60367
6.1315,-2.59501
6.13644,-2.58631
6.14132,-2.57759
6.14616,-2.56883
6.15094,-2.56005
6.15568,-2.55124
6.16037,-2.54241
6.165,-2.53355
6.1696,-2.52467
6.17414,-2.51576
6.17864,-2.50683
6.1831,-2.49788
6.18751,-2.4889
6.19188,-2.47991
6.1962,-2.47089
6.20048,-2.46185
6.20472,-2.4528
6.20893,-2.44372
6.21309,-2.43463
6.21721,-2.42552
6.22129,-2.41639
6.22534,-2.40725
6.22935,-2.39808
6.23332,-2.38891
6.23725,-2.37971
6.24115,-2.3705
6.24502,-2.36128
6.24885,-2.35204
6.25265,-2.34279
6.25641,-2.33353
6.26014,-2.32425
6.26384,-2.31496
6.26751,-2.30566
6.27115,-2.29635
6.27476,-2.28702
6.27834,-2.27768
6.28189,-2.26833
6.28541,-2.25897
6.28891,-2.2496
6.29237,-2.24022
6.29581,-2.23083
6.29923,-2.22143
6.30261,-2.21203
6.30597,-2.20261
6.30931,-2.19318
6.31262,-2.18375
6.31591,-2.1743
6.31918,-2.16485
6.32242,-2.15539
6.32564,-2.14592
6.32884,-2.13645
6.33202,-2.12697
6.33517,-2.11748
6.3383,-2.10798
6.34142,-2.09848
6.34451,-2.08897
6.34759,-2.07945
6.35064,-2.06993
6.35368,-2.0604
6.3567,-2.05087
6.3597,-2.04133
6.36268,-2.03179
6.36565,-2.02224
6.36859,-2.01268
6.37153,-2.00312
6.37444,-1.99355
6.37734,-1.98398
6.38023,-1.97441
6.3831,-1.96483
6.38595,-1.95525
6.38879,-1.94566
6.39162,-1.93607
6.39443,-1.92647
6.39723,-1.91687
6.40002,-1.90727
6.40279,-1.89766
6.40555,-1.88805
6.4083,-1.87843
6.41104,-1.86881
6.41376,-1.85919
6.41648,-1.84957
6.41918,-1.83994
6.42187,-1.83031
6.42455,-1.82067
6.42722,-1.81104
6.42988,-1.8014
6.43253,-1.79176
6.43518,-1.78211
6.43784,-1.77247
6.44047,-1.76283
6.44309,-1.75317
6.44569,-1.74352
6.44826,-1.73385
6.45082,-1.72419
6.45335,-1.71451
6.45587,-1.70483
6.45837,-1.69515
6.46085,-1.68546
6.46331,-1.67577
6.46575,-1.66607
6.46818,-1.65637
6.47059,-1.64667
6.47298,-1.63696
6.47536,-1.62725
6.47772,-1.61753
6.48006,-1.60781
6.48239,-1.59808
6.48471,-1.58835
6.48701,-1.57862
6.48929,-1.56889
6.49157,-1.55915
6.49382,-1.54941
6.49607,-1.53966
6.4983,-1.52991
6.50052,-1.52016
6.50273,-1.51041
6.50492,-1.50065
6.50711,-1.4909
6.50928,-1.48113
6.51144,-1.47137
6.51359,-1.4616
6.51573,-1.45184
6.51786,-1.44206
6.51997,-1.43229
6.52208,-1.42252
6.52418,-1.41274
6.52627,-1.40296
6.52835,-1.39318
6.53042,-1.38339
6.53248,-1.37361
6.53454,-1.36382
6.53658,-1.35403
6.53862,-1.34424
6.54065,-1.33445
6.54267,-1.32466
6.54468,-1.31486
6.54669,-1.30507
6.54869,-1.29527
6.55068,-1.28547
6.55267,-1.27567
6.55465,-1.26587
6.55662,-1.25606
6.55859,-1.24626
6.56055,-1.23645
6.56251,-1.22665
6.56446,-1.21684
6.56641,-1.20703
6.56835,-1.19722
6.57028,-1.18741
6.57221,-1.1776
6.57414,-1.16778
6.57606,-1.15797
6.57798,-1.14816
6.57989,-1.13834
6.5818,-1.12852
6.5837,-1.11871
6.5856,-1.10889
6.5875,-1.09907
6.58939,-1.08925
6.59128,-1.07943
6.59317,-1.06961
6.59506,-1.05979
6.59694,-1.04997
6.59882,-1.04015
6.60069,-1.03033
6.60257,-1.0205
6.60444,-1.01068
6.60631,-1.00086
6.60817,-0.991031
6.61004,-0.981207
6.6119,-0.971382
6.61376,-0.961556
6.61562,-0.95173
6.61748,-0.941904
6.61933,-0.932078
6.62119,-0.922252
6.62304,-0.912425
6.62489,-0.902598
6.62674,-0.892771
6.62859,-0.882943
6.63044,-0.873116
6.63229,-0.863288
6.63414,-0.85346
6.63598,-0.843632
6.63783,-0.833804
6.63968,-0.823976
6.64152,-0.814147
6.64337,-0.804319
6.64521,-0.794491
6.64706,-0.784662
6.6489,-0.774834
6.65074,-0.765006
6.65259,-0.755177
6.65443,-0.745349
6.65628,-0.735521
6.65813,-0.725693
6.65997,-0.715864
6.66181,-0.706035
6.66365,-0.696205
6.66548,-0.686375
6.66731,-0.676544
6.66914,-0.666712
6.67097,-0.656881
6.67279,-0.647049
6.67461,-0.637216
6.67643,-0.627383
6.67825,-0.617549
6.68007,-0.607716
6.68188,-0.597882
6.68369,-0.588047
6.6855,-0.578213
6.68731,-0.568378
6.68912,-0.558542
6.69093,-0.548707
6.69273,-0.538871
6.69454,-0.529035
6.69634,-0.519199
6.69814,-0.509363
6.69994,-0.499526
6.70174,-0.48969
6.70354,-0.479853
6.70534,-0.470016
6.70714,-0.460179
6.70894,-0.450342
6.71074,-0.440505
6.71254,-0.430668
6.71433,-0.420831
6.71613,-0.410994
6.71793,-0.401157
6.71973,-0.39132
6.72152,-0.381482
6.72332,-0.371645
6.72512,-0.361808
6.72692,-0.351971
6.72871,-0.342134
6.73051,-0.332297
6.73231,-0.32246
6.73411,-0.312624
6.73591,-0.302787
6.73771,-0.29295
6.73951,-0.283114
6.74131,-0.273278
6.74312,-0.263442
6.74492,-0.253606
6.74673,-0.24377
6.74853,-0.233934
6.75034,-0.224099
6.75215,-0.214264
6.75396,-0.204429
6.75577,-0.194594
6.75758,-0.184759
6.75939,-0.174925
6.7612,-0.165091
6.76302,-0.155257
6.76484,-0.145423
6.76665,-0.13559
6.76847,-0.125757
6.77029,-0.115924
6.77212,-0.106092
6.77394,-0.0962595
6.77577,-0.0864276
6.7776,-0.076596
6.77942,-0.0667648
6.78126,-0.0569338
6.78309,-0.0471032
6.78492,-0.037273
6.78676,-0.0274431
6.7886,-0.0176135
6.79044,-0.00778431
6.79228,0.00204453
6.79413,0.011873
6.79597,0.0217011
6.79782,0.0315288
6.79967,0.0413561
6.80152,0.051183
6.80338,0.0610096
6.80523,0.0708357
6.80709,0.0806614
6.80895,0.0904867
6.81082,0.100312
6.81268,0.110136
6.81455,0.11996
6.81642,0.129784
6.81829,0.139607
6.82017,0.149429
6.82205,0.159252
6.82392,0.169073
6.82581,0.178895
6.82769,0.188715
6.82958,0.198536
6.83147,0.208356
6.83336,0.218175
6.83525,0.227994
6.83715,0.237813
6.83905,0.247631
6.84095,0.257448
6.84286,0.267265
6.84476,0.277081
6.84667,0.286897
6.84859,0.296713
6.8505,0.306528
6.85242,0.316342
6.85434,0.326156
6.85626,0.33597
6.85819,0.345782
6.86012,0.355593
6.86206,0.365403
6.86401,0.375212
6.86596,0.38502
6.86792,0.394827
6.86988,0.404632
6.87184,0.414437
6.87382,0.42424
6.8758,0.434043
6.87778,0.443844
6.87977,0.453644
6.88176,0.463443
6.88376,0.473241
6.88577,0.483038
6.88778,0.492834
6.8898,0.502628
6.89182,0.512422
6.89384,0.522214
6.89588,0.532006
6.89791,0.541796
6.89995,0.551586
6.902,0.561374
6.90405,0.571161
6.90611,0.580948
6.90817,0.590733
6.91024,0.600517
6.91231,0.6103
6.91438,0.620082
6.91647,0.629863
6.91855,0.639643
6.92064,0.649422
6.92274,0.6592
6.92484,0.668977
6.92694,0.678753
6.92905,0.688528
6.93117,0.698302
6.93328,0.708075
6.93541,0.717847
6.93754,0.727618
6.93967,0.737388
6.94181,0.747157
6.94395,0.756925
6.94609,0.766692
6.94824,0.776458
6.9504,0.786223
6.95256,0.795987
6.95472,0.80575
6.95689,0.815513
6.95906,0.825274
6.96124,0.835034
6.96342,0.844793
6.9656,0.854552
6.96779,0.864309
6.96999,0.874066
6.97218,0.883821
6.97439,0.893576
6.97659,0.903329
6.9788,0.913082
6.98102,0.922834
6.98323,0.932585
6.98546,0.942335
6.98768,0.952084
6.98991,0.961832
6.99215,0.971579
6.99439,0.981325
6.99663,0.99107
6.99888,1.00081
7.00113,1.01056
7.00338,1.0203
7.00564,1.03004
7.0079,1.03978
7.01017,1.04952
7.01244,1.05926
7.01471,1.069
7.01699,1.07874
7.01927,1.08847
7.02155,1.09821
7.02384,1.10794
7.02613,1.11768
7.02843,1.12741
7.03073,1.13714
7.03303,1.14687
7.03534,1.1566
7.03765,1.16633
7.03996,1.17606
7.04228,1.18579
7.0446,1.19552
7.04693,1.20524
7.04925,1.21497
7.05159,1.22469
7.05392,1.23442
7.05626,1.24414
7.0586,1.25386
7.06095,1.26358
7.0633,1.2733
7.06565,1.28302
7.06801,1.29274
7.07037,1.30246
7.07273,1.31217
7.0751,1.32189
7.07746,1.33161
7.07986,1.34131
7.08227,1.35102
7.08469,1.36072
7.08712,1.37042
7.08957,1.38012
7.09204,1.38981
7.09451,1.3995
7.097,1.40918
7.09951,1.41886
7.10202,1.42854
7.10455,1.43822
7.1071,1.44789
7.10965,1.45756
7.11222,1.46722
7.1148,1.47688
7.11739,1.48654
7.11999,1.4962
7.1226,1.50585
7.12523,1.5155
7.12787,1.52514
7.13052,1.53479
7.13317,1.54443
7.13584,1.55406
7.13853,1.5637
7.14122,1.57333
7.14392,1.58296
7.14663,1.59258
7.14935,1.6022
7.15209,1.61182
7.15483,1.62144
7.15758,1.63105
7.16034,1.64066
7.16311,1.65027
7.1659,1.65988
7.16869,1.66948
7.17149,1.67908
7.17429,1.68868
7.17711,1.69827
7.17994,1.70787
7.18277,1.71746
7.18562,1.72704
7.18847,1.73663
7.19133,1.74621
7.1942,1.75579
7.19707,1.76537
7.19996,1.77494
7.20285,1.78452
7.20575,1.79409
7.20866,1.80365
7.21157,1.81322
7.2145,1.82278
7.21743,1.83234
7.22037,1.8419
7.22331,1.85146
7.22627,1.86101
7.22923,1.87056
7.23219,1.88011
7.23517,1.88966
7.23815,1.89921
7.24114,1.90875
7.24413,1.91829
7.24713,1.92783
7.25014,1.93737
7.25315,1.9469
7.25617,1.95643
7.2592,1.96597
7.26223,1.97549
7.26527,1.98502
7.26831,1.99455
7.27137,2.00407
7.27442,2.01359
7.27748,2.02311
7.28055,2.03263
7.28363,2.04214
7.28671,2.05166
7.28979,2.06117
7.29288,2.07068
7.29598,2.08019
7.29908,2.0897
7.30219,2.0992
7.3053,2.1087
7.30842,2.11821
7.31154,2.12771
7.31467,2.1372
7.3178,2.1467
7.32101,2.15617
7.32424,2.16564
7.3275,2.17509
7.3308,2.18453
7.33412,2.19396
7.33748,2.20338
7.34086,2.21279
7.34428,2.22219
7.34772,2.23158
7.35119,2.24096
7.35468,2.25033
7.3582,2.25969
7.36175,2.26904
7.36533,2.27838
7.36893,2.2877
7.37255,2.29702
7.37621,2.30633
7.37988,2.31563
7.38358,2.32493
7.3873,2.33421
7.39105,2.34348
7.39481,2.35274
7.39861,2.362
7.40242,2.37124
7.40625,2.38048
7.41011,2.3897
7.41398,2.39892
7.41788,2.40813
7.4218,2.41733
7.42574,2.42652
7.42969,2.43571
7.43367,2.44488
7.43767,2.45405
7.44168,2.46321
7.44571,2.47236
7.44977,2.4815
7.45383,2.49064
7.45792,2.49976
7.46202,2.50888
7.46614,2.51799
7.47028,2.5271
7.47444,2.53619
7.47861,2.54528
7.48279,2.55436
7.48699,2.56344
7.49121,2.57251
7.49544,2.58157
7.49969,2.59062
7.50395,2.59967
7.50823,2.60871
7.51252,2.61774
7.51682,2.62677
7.52114,2.63578
7.52547,2.6448
7.52982,2.6538
7.53418,2.6628
7.53855,2.6718
7.54293,2.68079
7.54733,2.68977
7.55174,2.69874
7.55616,2.70771
7.56077,2.71659
7.56546,2.72542
7.57023,2.73421
7.57507,2.74296
7.57998,2.75167
7.58496,2.76034
7.59001,2.76897
7.59513,2.77756
7.60031,2.78611
7.60557,2.79462
7.61088,2.80309
7.61626,2.81152
7.6217,2.81992
7.6272,2.82827
7.63276,2.83658
7.63838,2.84485
7.64405,2.85308
7.64979,2.86128
7.65557,2.86944
7.66141,2.87755
7.6673,2.88563
7.67325,2.89367
7.67924,2.90168
7.68529,2.90964
7.69138,2.91757
7.69752,2.92547
7.70371,2.93332
7.70994,2.94114
7.71622,2.94893
7.72254,2.95667
7.72891,2.96439
7.73531,2.97206
7.74176,2.97971
7.74825,2.98731
7.75478,2.99489
7.76135,3.00243
7.76795,3.00994
7.7746,3.01741
7.78128,3.02485
7.78785,3.03239
7.79456,3.03981
7.8014,3.0471
7.80836,3.05428
7.81545,3.06133
7.82266,3.06826
7.82999,3.07507
7.83743,3.08175
7.84498,3.0883
7.85265,3.09472
7.86042,3.10102
7.86829,3.10718
7.87627,3.11321
7.88434,3.11912
7.89251,3.12489
7.90077,3.13052
7.90911,3.13603
7.91755,3.1414
7.92607,3.14664
7.93466,3.15175
7.94334,3.15673
7.95209,3.16157
7.96091,3.16628
7.9698,3.17086
7.97875,3.17531
7.98777,3.17963
7.99685,3.18381
8.00599,3.18787
8.01519,3.1918
8.02444,3.1956
8.03374,3.19927
8.04309,3.20282
8.05249,3.20624
8.06193,3.20954
8.07141,3.21271
8.08093,3.21576
8.0905,3.21869
8.10009,3.2215
8.10972,3.22419
8.11939,3.22676
8.12908,3.22921
8.13881,3.23155
8.14855,3.23378
8.15833,3.23589
8.16813,3.23789
8.17795,3.23978
8.18779,3.24156
8.19765,3.24323
8.20752,3.2448
8.21741,3.24626
8.22732,3.24762
8.23724,3.24888
8.24718,3.25004
8.25712,3.25109
8.26707,3.25205
8.27686,3.2541
8.28669,3.25597
8.29654,3.25765
8.30643,3.25915
8.31634,3.26046
8.32628,3.26159
8.33623,3.26255
8.3462,3.26332
8.35619,3.26391
8.36618,3.26433
8.37617,3.26457
8.38617,3.26463
8.39617,3.26452
8.40617,3.26424
8.41616,3.2638
8.42614,3.26318
8.43611,3.2624
8.44607,3.26145
8.456,3.26034
8.46592,3.25907
8.47582,3.25765
8.48569,3.25606
8.49554,3.25433
8.50536,3.25244
8.51515,3.2504
8.52491,3.24822
8.53464,3.24589
8.54433,3.24342
8.55398,3.24081
8.5636,3.23806
8.57317,3.23518
8.58271,3.23217
8.5922,3.22902
8.60165,3.22575
8.61105,3.22235
8.62041,3.21882
8.62972,3.21518
8.63899,3.21142
8.6482,3.20754
8.65737,3.20354
8.66649,3.19944
8.67556,3.19522
8.68458,3.1909
8.69354,3.18647
8.70246,3.18194
8.71132,3.17731
8.72013,3.17258
8.72889,3.16775
8.73759,3.16283
8.74624,3.15781
8.75484,3.15271
8.76339,3.14752
8.77188,3.14224
8.78032,3.13687
8.78871,3.13142
8.79704,3.1259
8.80532,3.12029
8.81355,3.1146
8.82172,3.10884
8.82984,3.10301
8.83791,3.0971
8.84593,3.09113
8.8539,3.08508
8.86181,3.07897
8.86967,3.07279
8.87748,3.06655
8.88525,3.06024
8.89296,3.05387
8.90062,3.04745
8.90823,3.04096
8.9158,3.03442
8.92331,3.02782
8.93078,3.02117
8.9382,3.01447
8.94557,3.00771
8.95289,3.0009
8.96017,2.99405
8.96741,2.98714
8.9746,2.98019
8.98174,2.97319
8.98884,2.96615
8.9959,2.95907
9.00291,2.95194
9.00988,2.94477
9.01681,2.93755
9.02369,2.9303
9.03054,2.92301
9.03734,2.91569
9.04411,2.90832
9.05083,2.90092
9.05752,2.89348
9.06417,2.88601
9.071,2.87871
9.07776,2.87134
9.08445,2.86391
9.09107,2.85642
9.09763,2.84887
9.10412,2.84126
9.11054,2.8336
9.1169,2.82588
9.12319,2.81811
9.12942,2.81028
9.13559,2.80241
9.14169,2.79449
9.14773,2.78652
9.15371,2.7785
9.15962,2.77044
9.16548,2.76233
9.17128,2.75418
9.17702,2.746
9.1827,2.73777
9.18832,2.7295
9.19389,2.72119
9.1994,2.71285
9.20486,2.70447
9.21026,2.69605
9.21561,2.6876
9.2209,2.67912
9.22615,2.6706
9.23134,2.66206
9.23648,2.65348
9.24158,2.64488
9.24662,2.63624
9.25162,2.62758
9.25656,2.61889
9.26146,2.61017
9.26632,2.60143
9.27113,2.59266
9.27589,2.58387
9.28062,2.57505
9.28529,2.56622
9.28993,2.55736
9.29452,2.54847
9.29907,2.53957
9.30359,2.53064
9.30806,2.5217
9.31249,2.51274
9.31688,2.50375
9.32124,2.49475
9.32556,2.48573
9.32984,2.4767
9.33409,2.46764
9.3383,2.45857
9.34247,2.44949
9.34661,2.44038
9.35072,2.43127
9.3548,2.42213
9.35884,2.41299
9.36285,2.40383
9.36683,2.39465
9.37078,2.38547
9.3747,2.37627
9.37859,2.36705
9.38245,2.35783
9.38628,2.34859
9.39008,2.33934
9.39386,2.33008
9.39761,2.32081
9.40133,2.31153
9.40503,2.30224
9.4087,2.29294
9.41235,2.28363
9.41597,2.27431
9.41957,2.26498
9.42314,2.25564
9.42669,2.24629
9.43022,2.23693
9.43373,2.22757
9.43721,2.21819
9.44067,2.20881
9.44412,2.19942
9.44754,2.19003
9.45094,2.18062
9.45432,2.17121
9.45769,2.16179
9.46103,2.15237
9.46436,2.14294
9.46766,2.1335
9.47095,2.12406
9.47423,2.11461
9.47748,2.10516
9.48072,2.09569
9.48394,2.08623
9.48715,2.07676
9.49034,2.06728
9.49352,2.0578
9.49668,2.04831
9.49983,2.03882
9.503,2.02933
9.50615,2.01984
9.50926,2.01034
9.51235,2.00083
9.5154,1.99131
9.51843,1.98178
9.52143,1.97224
9.52441,1.96269
9.52736,1.95313
9.53028,1.94357
9.53318,1.934
9.53605,1.92442
9.5389,1.91484
9.54173,1.90524
9.54453,1.89564
9.54731,1.88604
9.55006,1.87643
9.5528,1.86681
9.55551,1.85718
9.5582,1.84755
9.56087,1.83791
9.56352,1.82827
9.56616,1.81862
9.56877,1.80897
9.57136,1.79931
9.57393,1.78965
9.57649,1.77998
9.57903,1.77031
9.58155,1.76063
9.58405,1.75095
9.58654,1.74126
9.589,1.73157
9.59146,1.72188
9.5939,1.71218
9.59632,1.70248
9.59873,1.69277
9.60112,1.68306
9.6035,1.67335
9.60586,1.66363
9.60821,1.65391
9.61055,1.64419
9.61287,1.63447
9.61519,1.62474
9.61749,1.615
9.61977,1.60527
9.62205,1.59553
9.62431,1.58579
9.62656,1.57605
9.6288,1.5663
9.63103,1.55655
9.63325,1.5468
9.63546,1.53705
9.63766,1.52729
9.63985,1.51754
9.64203,1.50778
9.6442,1.49802
9.64636,1.48825
9.64851,1.47849
9.65065,1.46872
9.65279,1.45895
9.65492,1.44918
9.65704,1.43941
9.65915,1.42963
9.66125,1.41986
9.66335,1.41008
9.66544,1.4003
9.66752,1.39052
9.6696,1.38074
9.67167,1.37095
9.67373,1.36117
9.67579,1.35138
9.67784,1.34159
9.67988,1.3318
9.68192,1.32202
9.68396,1.31222
9.68599,1.30243
9.68801,1.29264
9.69003,1.28285
9.69205,1.27305
9.69406,1.26325
9.69606,1.25346
9.69806,1.24366
9.70006,1.23386
9.70205,1.22406
9.70404,1.21426
9.70603,1.20446
9.70801,1.19466
9.70999,1.18486
9.71197,1.17506
9.71394,1.16525
9.71591,1.15545
9.71788,1.14564
9.71984,1.13584
9.72181,1.12603
9.72377,1.11623
9.72572,1.10642
9.72768,1.09661
9.72963,1.08681
9.73158,1.077
9.73353,1.06719
9.73548,1.05738
9.73743,1.04757
9.73937,1.03776
9.74131,1.02795
9.74326,1.01814
9.7452,1.00833
9.74713,0.998524
9.74906,0.988712
9.75098,0.978898
9.7529,0.969084
9.75481,0.959268
9.75672,0.949451
9.75862,0.939633
9.76051,0.929814
9.7624,0.919994
9.76428,0.910173
9.76616,0.900351
9.76803,0.890528
9.7699,0.880704
9.77177,0.87088
9.77363,0.861054
9.77549,0.851228
9.77734,0.841401
9.77919,0.831573
9.78103,0.821745
9.78287,0.811916
9.78471,0.802086
9.78654,0.792256
9.78838,0.782425
9.7902,0.772594
9.79203,0.762762
9.79385,0.752929
9.79567,0.743096
9.79749,0.733263
9.7993,0.723429
9.80112,0.713594
9.80293,0.703759
9.80473,0.693924
9.80654,0.684089
9.80834,0.674253
9.81015,0.664416
9.81195,0.65458
9.81375,0.644743
9.81554,0.634906
9.81734,0.625069
9.81913,0.615231
9.82093,0.605393
9.82272,0.595555
9.82451,0.585717
9.8263,0.575879
9.82809,0.56604
9.82988,0.556202
9.83167,0.546363
9.83346,0.536524
9.83525,0.526685
9.83703,0.516846
9.83882,0.507007
9.84061,0.497168
9.84239,0.487329
9.84418,0.477489
9.84597,0.46765
9.84775,0.457811
9.84954,0.447972
9.85132,0.438133
9.85311,0.428294
9.8549,0.418455
9.85669,0.408616
9.85847,0.398777
9.86026,0.388938
9.86205,0.379099
9.86384,0.369261
9.86563,0.359422
9.86742,0.349584
9.86921,0.339746
9.87101,0.329908
9.8728,0.32007
9.87459,0.310232
9.87639,0.300395
9.87819,0.290558
9.87998,0.280721
9.88178,0.270884
9.88358,0.261047
9.88539,0.251211
9.88719,0.241375
9.88899,0.231539
9.8908,0.221703
9.8926,0.211868
9.89441,0.202032
9.89622,0.192198
9.89803,0.182363
9.89985,0.172529
9.90166,0.162695
9.90348,0.152861
9.9053,0.143028
9.90712,0.133195
9.90894,0.123362
9.91076,0.11353
9.91259,0.103698
9.91442,0.0938665
9.91625,0.0840353
9.91808,0.0742044
9.91991,0.0643739
9.92175,0.0545438
9.92358,0.044714
9.92542,0.0348847
9.92726,0.0250557
9.92911,0.0152272
9.93095,0.00539906
9.9328,-0.00442865
9.93465,-0.0142559
9.93651,-0.0240828
9.93836,-0.0339093
9.94022,-0.0437353
9.94208,-0.0535608
9.94394,-0.0633858
9.94581,-0.07321
9.94768,-0.0830336
9.94955,-0.0928565
9.95143,-0.102679
9.95331,-0.1125
9.95519,-0.122321
9.95708,-0.132141
9.95898,-0.14196
9.96087,-0.151779
9.96277,-0.161597
9.96467,-0.171414
9.96658,-0.181231
9.96849,-0.191046
9.97041,-0.200861
9.97232,-0.210676
9.97424,-0.22049
9.97617,-0.230302
9.9781,-0.240115
9.98003,-0.249926
9.98197,-0.259737
9.98391,-0.269547
9.98585,-0.279356
9.9878,-0.289165
9.98975,-0.298973
9.9917,-0.30878
9.99366,-0.318587
9.99562,-0.328392
9.99759,-0.338197
9.99956,-0.348001
10.0015,-0.357805
10.0035,-0.367608
10.0055,-0.37741
10.0075,-0.387211
10.0095,-0.397012
10.0114,-0.406812
10.0134,-0.416611
10.0154,-0.426409
10.0174,-0.436207
10.0194,-0.446004
10.0215,-0.4558
10.0235,-0.465596
10.0255,-0.47539
10.0275,-0.485184
10.0295,-0.494978
10.0315,-0.50477
10.0336,-0.514562
10.0356,-0.524353
10.0376,-0.534143
10.0397,-0.543933
10.0417,-0.553722
10.0438,-0.56351
10.0458,-0.573297
10.0479,-0.583084
10.0499,-0.59287
10.052,-0.602655
10.0541,-0.612439
10.0561,-0.622223
10.0582,-0.632006
10.0603,-0.641788
10.0624,-0.65157
10.0645,-0.66135
10.0665,-0.67113
10.0686,-0.680909
10.0707,-0.690688
10.0728,-0.700466
10.0749,-0.710243
10.077,-0.720019
10.0791,-0.729795
10.0812,-0.739569
10.0834,-0.749343
10.0855,-0.759117
10.0876,-0.768889
10.0897,-0.778661
10.0918,-0.788432
10.094,-0.798203
10.0961,-0.807972
10.0982,-0.817741
10.1004,-0.82751
10.1025,-0.837277
10.1047,-0.847044
10.1068,-0.85681
10.109,-0.866575
10.1111,-0.876339
10.1133,-0.886103
10.1155,-0.895866
10.1176,-0.905629
10.1198,-0.91539
10.122,-0.925151
10.1241,-0.934911
10.1263,-0.944671
10.1285,-0.954429
10.1307,-0.964187
10.1329,-0.973944
10.1351,-0.983701
10.1373,-0.993457
10.1395,-1.00321
10.1417,-1.01297
10.1439,-1.02272
10.1461,-1.03247
10.1483,-1.04222
10.1505,-1.05198
10.1527,-1.06173
10.155,-1.07148
10.1572,-1.08123
10.1594,-1.09097
10.1617,-1.10071
10.164,-1.11045
10.1662,-1.12019
10.1685,-1.12992
10.1708,-1.13966
10.1731,-1.14938
10.1755,-1.15911
10.1778,-1.16883
10.1801,-1.17856
10.1825,-1.18827
10.1849,-1.19799
10.1872,-1.2077
10.1896,-1.21742
10.192,-1.22712
10.1944,-1.23683
10.1968,-1.24653
10.1993,-1.25624
10.2017,-1.26594
10.2041,-1.27563
10.2066,-1.28533
10.2091,-1.29502
10.2115,-1.30471
10.214,-1.3144
10.2165,-1.32408
10.219,-1.33377
10.2215,-1.34345
10.224,-1.35313
10.2265,-1.3628
10.2291,-1.37248
10.2316,-1.38215
